"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FN1",3.92843244281089e-253,0.779304730089594,0.988,0.923,8.4319873952493e-249,"0","FN1"
"LYZ",1.09656349819526e-181,1.58783562759594,0.377,0.117,2.35366389252632e-177,"0","LYZ"
"HLA-DRA",2.97602266664626e-175,1.06632468332796,0.682,0.414,6.38773505168953e-171,"0","HLA-DRA"
"HLA-DRB1",8.23958021802091e-165,1.0126681824403,0.637,0.356,1.76854349799601e-160,"0","HLA-DRB1"
"MMP3",1.66090090906961e-158,0.642658699123039,0.83,0.646,3.56495771122701e-154,"0","MMP3"
"PRG4",8.122782118129e-145,0.51326474961951,0.963,0.913,1.74347395383521e-140,"0","PRG4"
"FTH1",3.51012917865162e-137,0.69358659091279,0.876,0.703,7.53414126905784e-133,"0","FTH1"
"HLA-DRB5",2.81743893581915e-136,1.07735417645578,0.352,0.126,6.04735093184222e-132,"0","HLA-DRB5"
"CYP1B1",3.18670553062363e-119,0.824762449392099,0.572,0.328,6.83994475093056e-115,"0","CYP1B1"
"CLU",1.32839842252082e-118,0.517038737755859,0.895,0.771,2.85127437409868e-114,"0","CLU"
"CD74",1.71844576752352e-112,0.699359651981806,0.781,0.588,3.68847199541249e-108,"0","CD74"
"MT2A",1.8936668094813e-112,0.418863090507115,0.902,0.78,4.06456643987065e-108,"0","MT2A"
"ACTB",2.24856650115453e-112,0.601465931876207,0.849,0.691,4.82632313807809e-108,"0","ACTB"
"MMP1",7.67149432059504e-109,0.842262223075336,0.423,0.198,1.64660954097252e-104,"0","MMP1"
"S100A4",1.46855423190091e-103,0.616576512535284,0.735,0.519,3.15210480335211e-99,"0","S100A4"
"PLA2G2A",9.84643947566387e-102,0.617715044405306,0.788,0.62,2.11343976905649e-97,"0","PLA2G2A"
"COL6A3",1.12244254637899e-100,0.675818613316065,0.599,0.383,2.40921068154786e-96,"0","COL6A3"
"HTRA1",2.10128923679193e-96,0.647462314757818,0.67,0.463,4.5102072178502e-92,"0","HTRA1"
"HLA-DQA1",4.33426773243651e-89,0.95503863245886,0.292,0.12,9.30307226090172e-85,"0","HLA-DQA1"
"CTSB",4.66425162044181e-76,0.919641931669203,0.308,0.147,1.00113496781163e-71,"0","CTSB"
"COL1A2",6.9802114850575e-76,0.507014220561801,0.652,0.463,1.49823259315274e-71,"0","COL1A2"
"CXCL2",8.58822398374489e-75,0.806835367701242,0.322,0.156,1.843376395871e-70,"0","CXCL2"
"FTL",3.88289450146035e-73,0.764948157675757,0.829,0.732,8.3342447579345e-69,"0","FTL"
"IGFBP5",8.31642515451005e-73,0.608458366127925,0.488,0.288,1.78503749516404e-68,"0","IGFBP5"
"LUM",5.51525343654581e-71,0.518856709165984,0.601,0.419,1.18379399762019e-66,"0","LUM"
"S100A6",8.85287592364835e-71,0.402145279855712,0.837,0.669,1.90018128825188e-66,"0","S100A6"
"TIMP1",1.30668286052485e-70,0.536129677178568,0.699,0.541,2.80466409183053e-66,"0","TIMP1"
"CCDC80",1.72741589768041e-70,0.531774294494676,0.648,0.459,3.70772548278124e-66,"0","CCDC80"
"PSAP",1.91552569922152e-70,0.587965732426699,0.668,0.495,4.11148436080908e-66,"0","PSAP"
"HLA-DQB1",9.39045755243581e-70,0.796016370665717,0.284,0.129,2.01556780905482e-65,"0","HLA-DQB1"
"ZEB2",5.15289822268689e-69,0.673733794656838,0.392,0.213,1.10601807451751e-64,"0","ZEB2"
"CXCL12",3.49185710451628e-65,0.592116088544247,0.413,0.236,7.49492208913375e-61,"0","CXCL12"
"S100A10",2.74987874548165e-62,0.434166942628071,0.733,0.551,5.9023397393018e-58,"0","S100A10"
"CTSD",8.57510005079633e-62,0.736976425777475,0.274,0.129,1.84055947490292e-57,"0","CTSD"
"SOD2",1.58191380081204e-61,0.371197227760434,0.68,0.483,3.39541978206297e-57,"0","SOD2"
"CLEC3B",4.63001890177303e-60,0.642195986309569,0.34,0.18,9.93787257076563e-56,"0","CLEC3B"
"ITGBL1",8.26960005880469e-60,0.580857019473543,0.427,0.246,1.77498695662184e-55,"0","ITGBL1"
"CST3",4.88696190963569e-59,0.518429382890735,0.599,0.429,1.0489375042842e-54,"0","CST3"
"PLAC9",7.02475138970605e-59,0.632702539112555,0.408,0.243,1.50779263828651e-54,"0","PLAC9"
"TNFAIP6",7.66936080182982e-59,0.517193773832815,0.435,0.26,1.64615160250475e-54,"0","TNFAIP6"
"DAB2",1.48815595383372e-57,0.649778275730363,0.379,0.216,3.1941779393087e-53,"0","DAB2"
"PTGDS",2.04791730351331e-57,0.604845367604046,0.341,0.183,4.39564970026096e-53,"0","PTGDS"
"ABI3BP",2.46479591293492e-57,0.582503978313222,0.437,0.266,5.29043794752351e-53,"0","ABI3BP"
"EGR1",1.76492659936202e-56,0.432891281570022,0.682,0.512,3.78823845287063e-52,"0","EGR1"
"COL3A1",2.55513573452426e-56,0.293008721477899,0.544,0.365,5.48434334058288e-52,"0","COL3A1"
"VCAM1",3.8236771045841e-56,0.437423170575872,0.515,0.328,8.20714053727931e-52,"0","VCAM1"
"CREB5",1.38371662495203e-55,0.61498729811442,0.359,0.2,2.97000936379704e-51,"0","CREB5"
"STEAP4",1.54283538392902e-55,0.466418429193272,0.369,0.204,3.31154186806525e-51,"0","STEAP4"
"IFI27",1.83525364332995e-55,0.523212509308757,0.539,0.369,3.93918842004341e-51,"0","IFI27"
"FOSB",2.11722785242331e-53,0.330032281371209,0.9,0.805,4.54441786244139e-49,"0","FOSB"
"THBS4",2.15709279415722e-53,0.577456061397632,0.36,0.202,4.62998397337905e-49,"0","THBS4"
"MT1E",2.37675212923922e-52,0.558482954936848,0.376,0.221,5.10146077019907e-48,"0","MT1E"
"HLA-DPB1",2.9368663479714e-52,0.638455255184269,0.312,0.169,6.30368992928582e-48,"0","HLA-DPB1"
"FOS",3.43427462140563e-52,0.252406433386209,0.967,0.913,7.37132704738504e-48,"0","FOS"
"SGK1",7.72100414238399e-52,0.588407564822797,0.41,0.256,1.6572363291213e-47,"0","SGK1"
"SEMA3C",2.71383153845017e-51,0.563305075930475,0.403,0.24,5.82496801412945e-47,"0","SEMA3C"
"C1R",1.34037032397128e-50,0.500308761204999,0.498,0.348,2.87697086337195e-46,"0","C1R"
"C1S",2.03848866728128e-50,0.520722718177236,0.451,0.292,4.37541207545254e-46,"0","C1S"
"HLA-DPA1",3.82073629887609e-50,0.604200236792133,0.306,0.169,8.20082839190765e-46,"0","HLA-DPA1"
"SCARA5",4.7092357275406e-50,0.627999062804057,0.258,0.129,1.01079035655931e-45,"0","SCARA5"
"ITGB8",7.94102458863764e-50,0.519293286356486,0.381,0.221,1.70446151770518e-45,"0","ITGB8"
"WISP2",7.14234182202007e-49,0.636804710605696,0.257,0.132,1.53303224867839e-44,"0","WISP2"
"MMP2",2.4695276997893e-46,0.511839651124916,0.351,0.211,5.30059425482775e-42,"0","MMP2"
"XIST",2.97720357015779e-46,0.357730131590982,0.534,0.361,6.39026974298668e-42,"0","XIST"
"LRP1",4.34528889957159e-45,0.516349204796798,0.392,0.245,9.32672809404047e-41,"0","LRP1"
"S100A11",7.68769341930901e-44,0.510301427156729,0.501,0.366,1.65008651552049e-39,"0","S100A11"
"CXCL8",1.5941081599863e-43,0.255677310694993,0.379,0.235,3.42159375459459e-39,"0","CXCL8"
"CAV1",2.05347165169612e-43,0.444350962454021,0.455,0.313,4.40757155320056e-39,"0","CAV1"
"CTSS",4.01086172539414e-43,0.622894711759321,0.348,0.211,8.60891360738599e-39,"0","CTSS"
"SMIM14",1.85040970371464e-41,0.554780145648299,0.28,0.155,3.97171938805311e-37,"0","SMIM14"
"ZFP36L1",3.32120912788946e-41,0.456386004093551,0.479,0.34,7.12864327210194e-37,"0","ZFP36L1"
"HLA-B",5.75682910609762e-41,0.259435863864567,0.905,0.83,1.23564579933279e-36,"0","HLA-B"
"LMO4",3.49282457110913e-40,0.513342771873331,0.371,0.231,7.49699865942864e-36,"0","LMO4"
"DUSP1",1.06508884085027e-38,0.377381744156079,0.619,0.478,2.28610668800102e-34,"0","DUSP1"
"PLTP",2.03485256198983e-38,0.565636504647198,0.257,0.145,4.36760753905498e-34,"0","PLTP"
"STAT1",1.26749224275777e-37,0.515365634134406,0.259,0.145,2.72054534985527e-33,"0","STAT1"
"FSTL1",2.59326996905171e-37,0.424497665674455,0.437,0.303,5.56619466157259e-33,"0","FSTL1"
"TNC",5.83779696446562e-37,0.471696830069736,0.311,0.189,1.2530247404529e-32,"0","TNC"
"ITM2B",7.01914175007111e-37,0.350347057569958,0.71,0.576,1.50658858523526e-32,"0","ITM2B"
"SOX5",2.03156795737258e-35,0.473938060509142,0.303,0.182,4.36055746370451e-31,"0","SOX5"
"HLA-A",2.73058461516819e-35,0.315055034408933,0.756,0.615,5.860926817997e-31,"0","HLA-A"
"ID2",3.39129358193049e-35,0.457131703081946,0.303,0.184,7.2790725442556e-31,"0","ID2"
"CHI3L2",3.95440741422177e-35,0.368856245543939,0.279,0.166,8.4877400738856e-31,"0","CHI3L2"
"CFD",4.70813696041203e-35,0.346636614530278,0.598,0.45,1.01055451718284e-30,"0","CFD"
"EMP3",1.43022320578086e-34,0.452771651157684,0.477,0.349,3.06983108888803e-30,"0","EMP3"
"RGS16",1.86036811137416e-32,0.484759108082913,0.265,0.156,3.99309411425349e-28,"0","RGS16"
"SH3BGRL3",1.97498958404137e-32,0.399854661682634,0.471,0.353,4.2391176431864e-28,"0","SH3BGRL3"
"APLP2",1.47449666663197e-31,0.387909982468298,0.447,0.321,3.16485964525887e-27,"0","APLP2"
"MEG3",1.86040386910097e-31,0.303470200086406,0.396,0.266,3.99317086463832e-27,"0","MEG3"
"SERPING1",3.98441076101238e-31,0.415219174330849,0.326,0.215,8.55213925743697e-27,"0","SERPING1"
"CRTAC1",5.58700962338735e-31,0.343500373457486,0.471,0.339,1.19919574556386e-26,"0","CRTAC1"
"SAT1",5.14965552391497e-30,0.269769164227444,0.75,0.628,1.10532206165311e-25,"0","SAT1"
"KLF4",5.76671342313828e-30,0.409035559180362,0.353,0.235,1.2377673691424e-25,"0","KLF4"
"LAPTM4A",7.05497803917832e-30,0.445489474523671,0.35,0.238,1.51428048632923e-25,"0","LAPTM4A"
"ERRFI1",1.33258916320132e-29,0.258889734825803,0.43,0.289,2.86026937989532e-25,"0","ERRFI1"
"DPYSL2",3.44066410148183e-29,0.436517477403639,0.309,0.202,7.38504142742061e-25,"0","DPYSL2"
"NFKBIZ",2.59470976575994e-28,0.417956621491299,0.376,0.261,5.56928504122714e-24,"0","NFKBIZ"
"PCOLCE",3.28676216994718e-28,0.416398387534469,0.373,0.26,7.05470632157462e-24,"0","PCOLCE"
"ACTG1",6.94245620203424e-28,0.328460567563801,0.632,0.515,1.49012879920463e-23,"0","ACTG1"
"LIMA1",1.13372384932793e-27,0.43014539576522,0.252,0.152,2.43342487019746e-23,"0","LIMA1"
"NR4A2",1.56260949149704e-26,0.412586813839721,0.291,0.187,3.35398501254925e-22,"0","NR4A2"
"COL5A2",3.00460342469816e-26,0.365692796907562,0.251,0.155,6.44908079077213e-22,"0","COL5A2"
"CD63",5.59508592266508e-26,0.293585325529268,0.639,0.53,1.20092924244083e-21,"0","CD63"
"NPC2",6.13765660546006e-26,0.391923067795666,0.354,0.245,1.31738661379595e-21,"0","NPC2"
"APOE",1.74948372003319e-25,0.332914085023643,0.334,0.23,3.75509185667924e-21,"0","APOE"
"TIMP2",3.80442521827091e-25,0.375534291219306,0.363,0.256,8.16581828849667e-21,"0","TIMP2"
"SERF2",5.17278823710766e-25,0.290034828815447,0.72,0.622,1.11028726721279e-20,"0","SERF2"
"PHLDA1",2.41506770705334e-24,0.338929981836921,0.295,0.192,5.18370132641929e-20,"0","PHLDA1"
"RHOB",2.19502005970174e-23,0.410192928816016,0.292,0.197,4.71139105614381e-19,"0","RHOB"
"SH3BGRL",2.53964018605151e-23,0.373691829865742,0.269,0.174,5.45108369534096e-19,"0","SH3BGRL"
"CD81",1.09074553744753e-22,0.354589455858722,0.395,0.301,2.34117622157737e-18,"0","CD81"
"DST",7.22728043461036e-22,0.386818185225043,0.287,0.198,1.55126347248477e-17,"0","DST"
"ANXA1",8.08288010322234e-22,0.274107090109577,0.496,0.389,1.73490938535564e-17,"0","ANXA1"
"CTGF",8.78941639275774e-22,0.311952975634473,0.365,0.267,1.88656033454152e-17,"0","CTGF"
"SRGN",1.30592560346424e-21,0.371717020873383,0.364,0.27,2.80303871527564e-17,"0","SRGN"
"NUCKS1",1.54406692872868e-21,0.345077148530213,0.32,0.224,3.31418525582323e-17,"0","NUCKS1"
"GPX4",1.80172074951803e-21,0.356131424479895,0.328,0.233,3.8672134167655e-17,"0","GPX4"
"NAMPT",2.09128852836829e-21,0.253268401326256,0.439,0.334,4.48874169728969e-17,"0","NAMPT"
"COL6A2",7.35387933701964e-21,0.260540190894277,0.401,0.307,1.5784366608979e-16,"0","COL6A2"
"CFH",1.3674741250708e-20,0.383782356103077,0.254,0.171,2.93514646205196e-16,"0","CFH"
"MARCKS",1.07188650543951e-19,0.368729075304889,0.286,0.196,2.30069719527536e-15,"0","MARCKS"
"CYR61",3.05118614684838e-19,0.338619358273237,0.25,0.168,6.54906594559536e-15,"0","CYR61"
"DCN",3.85804649860485e-19,0.305555943404123,0.399,0.307,8.28091100460545e-15,"0","DCN"
"NNMT",5.00779431552879e-19,0.32444794296502,0.367,0.276,1.0748729718851e-14,"0","NNMT"
"SERINC1",2.35687781848665e-18,0.354856485976532,0.252,0.171,5.05880254959975e-14,"0","SERINC1"
"CALM2",2.58055429572161e-17,0.279640032864461,0.363,0.275,5.53890174033686e-13,"0","CALM2"
"LGALS3",3.55717713898337e-16,0.321768172593541,0.275,0.204,7.63512501111391e-12,"0","LGALS3"
"GSN",8.24903564829461e-16,0.274685991776538,0.335,0.251,1.77057301154996e-11,"0","GSN"
"UAP1",8.75489328164796e-16,0.258105903241278,0.268,0.189,1.87915029397292e-11,"0","UAP1"
"PRDX1",9.18797491130402e-16,0.315153495594981,0.335,0.252,1.9721069349623e-11,"0","PRDX1"
"CD9",4.18536019780378e-15,0.318312442447699,0.267,0.194,8.98345712856604e-11,"0","CD9"
"APP",8.12445340551297e-15,0.266603358330365,0.318,0.242,1.7438326789593e-10,"0","APP"
"IQGAP1",8.53227090418155e-15,0.290868873573753,0.314,0.236,1.83136662687353e-10,"0","IQGAP1"
"RGCC",9.516742859589e-15,0.251921468091717,0.317,0.235,2.04267368738218e-10,"0","RGCC"
"ARPC2",1.0676560650837e-14,0.251413786920832,0.296,0.215,2.29161697809565e-10,"0","ARPC2"
"BZW1",2.33691348285017e-13,0.26086378173908,0.38,0.305,5.01595109958961e-09,"0","BZW1"
"RAC1",4.28356132837291e-12,0.292669957445631,0.265,0.202,9.19423603521961e-08,"0","RAC1"
"IGLC3",0,4.50416497142862,0.804,0.149,0,"1","IGLC3"
"IGLC2",0,3.9622017738579,0.902,0.244,0,"1","IGLC2"
"IGLV1-40",7.37350673337182e-267,3.69709367445756,0.268,0.025,1.58264948525093e-262,"1","IGLV1-40"
"IGHG1",6.38709979541678e-226,1.1194890264548,0.984,0.815,1.37092710008826e-221,"1","IGHG1"
"IGHG3",2.91207354188265e-179,0.968130453891864,0.991,0.814,6.25047465029692e-175,"1","IGHG3"
"SSR4",8.79337554286139e-93,0.841367304666278,0.788,0.632,1.88741012651977e-88,"1","SSR4"
"IGHG4",1.59336846084035e-64,0.69875980240009,0.816,0.704,3.42000606434772e-60,"1","IGHG4"
"JCHAIN",6.43499684773348e-47,0.946097067383293,0.436,0.273,1.38120772339751e-42,"1","JCHAIN"
"MZB1",3.429637617638e-32,0.654452453704213,0.431,0.304,7.3613741824982e-28,"1","MZB1"
"HSP90B1",1.12001281611145e-28,0.486928904536054,0.77,0.739,2.40399550850162e-24,"1","HSP90B1"
"XBP1",4.20486153517025e-24,0.468962013523572,0.587,0.497,9.02531479908943e-20,"1","XBP1"
"SEC11C",6.59168017350313e-20,0.558456677252536,0.276,0.188,1.41483823244071e-15,"1","SEC11C"
"CFD1",2.70194006132465e-19,0.455691932480962,0.571,0.503,5.79944414762723e-15,"1","CFD"
"IGHG2",3.0025250145211e-15,0.34106866223655,0.285,0.197,6.44461969116808e-11,"1","IGHG2"
"ERLEC1",4.10374200310545e-14,0.525058066370559,0.263,0.192,8.80827183546553e-10,"1","ERLEC1"
"HERPUD1",4.37833985859409e-12,0.429415422847799,0.414,0.355,9.39766867248635e-08,"1","HERPUD1"
"SPCS2",2.10418754505049e-11,0.392400071374425,0.399,0.339,4.51642814669638e-07,"1","SPCS2"
"UBC",4.59313448196108e-10,0.302779613447188,0.712,0.707,9.85870385208126e-06,"1","UBC"
"SELENOK",4.18215110379985e-09,0.423587945732862,0.343,0.293,8.976569129196e-05,"1","SELENOK"
"SELENOS",1.50804425740127e-08,0.381368204190551,0.273,0.222,0.000323686619408608,"1","SELENOS"
"FKBP2",3.69278771487425e-08,0.430985210417218,0.266,0.217,0.000792619955120609,"1","FKBP2"
"CYTOR",3.68429160992468e-06,0.362162661355404,0.335,0.295,0.0790796351154234,"1","CYTOR"
"SPCS3",1.32300104853335e-05,0.309475198913104,0.308,0.274,0.283968945057198,"1","SPCS3"
"TMEM258",0.000110366719258441,0.280870003952164,0.283,0.251,1,"1","TMEM258"
"RRBP1",0.000114144254600858,0.274326119575948,0.409,0.396,1,"1","RRBP1"
"ANKRD28",0.00013182296091937,0.310317984833564,0.334,0.306,1,"1","ANKRD28"
"CYBA",0.000161403408326561,0.291963460358756,0.407,0.39,1,"1","CYBA"
"IGKC",0,2.331848754828,0.998,0.813,0,"2","IGKC"
"IGHG11",1.04503212315708e-179,1.06425837679908,0.929,0.835,2.24305694914435e-175,"2","IGHG1"
"IGHG31",4.27139158542356e-91,0.877050609532724,0.924,0.837,9.16811489895313e-87,"2","IGHG3"
"SSR41",4.24624203329685e-87,0.762178137541501,0.804,0.639,9.11413390026837e-83,"2","SSR4"
"JCHAIN1",1.21752743487533e-57,1.52290709810842,0.469,0.278,2.61330088621641e-53,"2","JCHAIN"
"XBP11",9.63441705792839e-52,0.808962086947708,0.642,0.494,2.06793127731375e-47,"2","XBP1"
"IGHG21",7.91543242405458e-47,1.32641862520225,0.363,0.19,1.69896841549907e-42,"2","IGHG2"
"MZB11",7.88437481117987e-43,0.776884245311105,0.462,0.307,1.69230220947165e-38,"2","MZB1"
"SEC11C1",1.14703079168087e-34,0.794376419012443,0.321,0.186,2.46198689126383e-30,"2","SEC11C"
"HERPUD11",9.7696468139181e-24,0.711491070179616,0.449,0.353,2.09695699213938e-19,"2","HERPUD1"
"CYTOR1",3.11592037508605e-14,0.673728388257435,0.365,0.292,6.6880114930847e-10,"2","CYTOR"
"IGHG41",1.41629158957716e-12,0.59609655526214,0.713,0.728,3.03992826786841e-08,"2","IGHG4"
"HSP90B11",3.17410969915909e-12,0.371983585349887,0.743,0.745,6.81290905827506e-08,"2","HSP90B1"
"UBC1",4.4279895281865e-12,0.333923876279438,0.712,0.707,9.5042367232995e-08,"2","UBC"
"CYBA1",5.21457351159376e-12,0.420210194660986,0.44,0.386,1.11925605852849e-07,"2","CYBA"
"GADD45A",2.0142709591507e-10,0.571747453101805,0.26,0.197,4.32343118672107e-06,"2","GADD45A"
"SPCS31",2.09598477214342e-10,0.43350078896311,0.334,0.272,4.49882171492864e-06,"2","SPCS3"
"SPCS21",1.33367623800893e-09,0.466379544188021,0.389,0.344,2.86260267726238e-05,"2","SPCS2"
"ANKRD281",7.68643202429955e-06,0.40808009683618,0.344,0.306,0.164981576969566,"2","ANKRD28"
"SELENOK1",0.000858718195202427,0.286588047161085,0.318,0.301,1,"2","SELENOK"
"SELENOS1",0.00115643856714717,0.327563263957842,0.253,0.228,1,"2","SELENOS"
"VWF",0,2.2586636953157,0.388,0.024,0,"3","VWF"
"SELE",0,2.25345016118469,0.318,0.015,0,"3","SELE"
"ADGRL4",0,1.81303193736768,0.284,0.01,0,"3","ADGRL4"
"ACKR1",1.36188730660843e-300,1.97273547804815,0.273,0.012,2.92315491490432e-296,"3","ACKR1"
"TM4SF1",1.71312768256882e-290,2.23503118376472,0.381,0.036,3.67705725786571e-286,"3","TM4SF1"
"POSTN",3.39041260984866e-197,1.80973334520316,0.278,0.028,7.27718162577916e-193,"3","POSTN"
"A2M",3.15084655870468e-167,1.79037054600011,0.298,0.041,6.76297705360372e-163,"3","A2M"
"IGFBP7",3.63595690526856e-154,1.90133732520422,0.482,0.128,7.80421790146844e-150,"3","IGFBP7"
"ENG",1.90854169101703e-99,1.42259866324064,0.295,0.067,4.09649388559895e-95,"3","ENG"
"PECAM1",1.07684659956216e-78,1.29525989434649,0.339,0.104,2.31134354130023e-74,"3","PECAM1"
"AQP1",1.89279058814388e-78,1.30335601978567,0.345,0.109,4.06268571839202e-74,"3","AQP1"
"EMP1",8.7888237271212e-74,1.22591494751336,0.53,0.245,1.88643312478929e-69,"3","EMP1"
"SPARCL1",3.66499261908418e-68,0.944841498785935,0.803,0.516,7.86654015760228e-64,"3","SPARCL1"
"ETS2",1.61893583362065e-63,1.18394844217312,0.267,0.08,3.47488387328336e-59,"3","ETS2"
"TGFBR2",3.52717600366187e-56,1.11386381345279,0.274,0.09,7.57073057425985e-52,"3","TGFBR2"
"PRCP",3.20072263940497e-50,1.04235092940391,0.281,0.1,6.87003107321882e-46,"3","PRCP"
"ELK3",2.48754395373164e-45,0.994034386737876,0.273,0.101,5.3392643422896e-41,"3","ELK3"
"NFIB",6.14206086290906e-39,0.866816947074047,0.287,0.118,1.3183319436148e-34,"3","NFIB"
"TCF4",1.97894536539419e-35,0.900378900512133,0.442,0.245,4.24760833228208e-31,"3","TCF4"
"COL4A1",3.60863221107831e-31,0.955081944002313,0.284,0.13,7.74556817785849e-27,"3","COL4A1"
"IL6ST",4.3800361126784e-31,0.766295496600979,0.372,0.195,9.40130951225291e-27,"3","IL6ST"
"SOCS3",9.49385216666218e-28,0.685221691380652,0.54,0.349,2.03776042905237e-23,"3","SOCS3"
"HLA-E",2.51604669897318e-27,0.652406485397695,0.648,0.466,5.40044263467604e-23,"3","HLA-E"
"SYNE2",4.23910751574823e-25,0.755335641208452,0.284,0.142,9.09882037180201e-21,"3","SYNE2"
"TPM3",1.18638792821854e-22,0.667879924541041,0.472,0.31,2.54646304912828e-18,"3","TPM3"
"SLC2A3",2.71948198464521e-22,0.652373779568286,0.379,0.224,5.83709613184249e-18,"3","SLC2A3"
"SPTBN1",8.68017939865626e-22,0.799165080121367,0.274,0.146,1.86311370612758e-17,"3","SPTBN1"
"YBX3",3.01665156716516e-21,0.655869309422114,0.462,0.307,6.4749409237633e-17,"3","YBX3"
"KTN1",8.55014564477459e-19,0.595324453453812,0.312,0.183,1.83520326119442e-14,"3","KTN1"
"ZFP36",6.6773354732272e-18,0.562792284059001,0.602,0.457,1.43322328597349e-13,"3","ZFP36"
"ADIRF",2.58221826153235e-16,0.706653544427743,0.322,0.206,5.54247327655303e-12,"3","ADIRF"
"LMNA",7.06914082931495e-15,0.419500678891324,0.609,0.474,1.51732038760416e-10,"3","LMNA"
"NCOA7",1.3411686424379e-14,0.64068790487055,0.283,0.171,2.87868437412871e-10,"3","NCOA7"
"VIM",1.55415351859209e-14,0.276741601784058,0.915,0.854,3.33583511230605e-10,"3","VIM"
"TMSB10",3.02158665690008e-14,0.384455831401993,0.727,0.608,6.48553360037032e-10,"3","TMSB10"
"PTMA",7.37373191008823e-14,0.30207446805857,0.899,0.808,1.58269781718134e-09,"3","PTMA"
"MACF1",2.38592036277132e-13,0.528292625445528,0.259,0.154,5.12113946665235e-09,"3","MACF1"
"MYH9",6.44091609680545e-13,0.557254535459542,0.257,0.158,1.38247823101832e-08,"3","MYH9"
"CAVIN1",7.05895526297215e-13,0.529500983373017,0.3,0.193,1.51513415764434e-08,"3","CAVIN1"
"JMJD1C",7.12013403002292e-12,0.443271006512779,0.294,0.19,1.52826556820412e-07,"3","JMJD1C"
"GNAI2",1.597351744025e-11,0.505226065153071,0.268,0.17,3.42855578337526e-07,"3","GNAI2"
"FUS",9.16897689849641e-11,0.391093603422834,0.509,0.391,1.96802920149327e-06,"3","FUS"
"RPL15",9.55456861424877e-11,0.313538619026995,0.67,0.561,2.05079260736236e-06,"3","RPL15"
"MIDN",2.08092439312509e-10,0.427398614016517,0.305,0.203,4.4664961174037e-06,"3","MIDN"
"MSN",2.8682478902905e-10,0.416420481779624,0.278,0.184,6.15640727171953e-06,"3","MSN"
"IFI16",3.70733103023445e-10,0.413724960631673,0.304,0.209,7.95741532329522e-06,"3","IFI16"
"RPL3",5.27784429439040e-10,0.318863018956431,0.693,0.592,1.13283649934795e-05,"3","RPL3"
"RPS3",5.38959917601691e-10,0.335111262213411,0.612,0.504,1.15682356714027e-05,"3","RPS3"
"MBNL1",7.09593041760821e-10,0.416073538711365,0.361,0.263,1.52307050483543e-05,"3","MBNL1"
"SPARC",7.10250495007209e-10,0.295009563077007,0.469,0.348,1.52448166248347e-05,"3","SPARC"
"RAC11",8.70267702231578e-10,0.371162435770995,0.322,0.222,1.86794259606986e-05,"3","RAC1"
"RPS6",1.19851784304156e-09,0.259974358366731,0.791,0.71,2.5724986983044e-05,"3","RPS6"
"H3F3A",1.41136934141055e-09,0.357407991079589,0.474,0.37,3.0293631544036e-05,"3","H3F3A"
"ADAMTS1",1.80303591956524e-09,0.551889305657574,0.26,0.174,3.87003629775483e-05,"3","ADAMTS1"
"IFITM3",1.84964093986418e-09,0.334455373980775,0.541,0.433,3.97006931332449e-05,"3","IFITM3"
"IGFBP4",2.02682978490585e-09,0.450439675504699,0.322,0.229,4.35038745032192e-05,"3","IGFBP4"
"RPL9",2.29953323105533e-09,0.296070799941948,0.71,0.616,4.93571812713716e-05,"3","RPL9"
"ARGLU1",5.16276334115335e-09,0.434821628809097,0.267,0.179,0.000110813552354515,"3","ARGLU1"
"IFITM2",9.21523243337597e-09,0.402182409686593,0.349,0.26,0.000197795748949982,"3","IFITM2"
"RPS2",1.88768581535825e-08,0.287230548860985,0.714,0.629,0.000405172883408494,"3","RPS2"
"RPS18",2.88285996306288e-08,0.253568627494809,0.864,0.787,0.000618777062471817,"3","RPS18"
"RPL7",3.28173014816601e-08,0.376476598484543,0.503,0.411,0.000704390559002352,"3","RPL7"
"CDKN1A",3.91524631561858e-08,0.388103609598256,0.339,0.251,0.000840368469184372,"3","CDKN1A"
"RPS9",8.22595471369943e-08,0.271617633071362,0.655,0.551,0.00176561891974844,"3","RPS9"
"CCNL1",1.16569344386743e-07,0.310079631155424,0.496,0.402,0.00250204440791705,"3","CCNL1"
"YWHAB",1.33754836969492e-07,0.381641188910659,0.304,0.218,0.00287091382071318,"3","YWHAB"
"CCNI",2.09787501257556e-07,0.373130339028334,0.29,0.209,0.00450287892699219,"3","CCNI"
"BCLAF1",3.52797566254668e-07,0.30154444580532,0.337,0.249,0.0075724469620902,"3","BCLAF1"
"PCBP2",3.90728934495229e-07,0.290361359439551,0.351,0.264,0.00838660585000561,"3","PCBP2"
"CDC42",4.28651034896897e-07,0.335796274435773,0.358,0.269,0.00920056581302701,"3","CDC42"
"DDX3X",1.18742383775063e-06,0.311481406463067,0.44,0.351,0.0254868652534795,"3","DDX3X"
"RPL26",1.77694882276631e-06,0.262145608718288,0.635,0.546,0.0381404295318561,"3","RPL26"
"SERBP1",2.2385077126604e-06,0.316282190399197,0.374,0.293,0.0480473295445428,"3","SERBP1"
"DPYSL21",2.60320027948304e-06,0.297446549807021,0.324,0.243,0.0558750907988241,"3","DPYSL2"
"RACK1",2.92746198196349e-06,0.295595345806257,0.462,0.385,0.0628350439808645,"3","RACK1"
